"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-15.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 19:05:42 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908947456.0,229613568.0,229957632.0,66290106368.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908955648.0,229613568.0,229957632.0,66290098176.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908955648.0,229613568.0,229957632.0,66290098176.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908955648.0,229613568.0,229957632.0,66290098176.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908955648.0,229613568.0,229957632.0,66290098176.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908955648.0,229613568.0,229957632.0,66290098176.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,908947456.0,229613568.0,229957632.0,66290106368.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908828672.0,229613568.0,229957632.0,66290225152.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908836864.0,229613568.0,229957632.0,66290216960.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908836864.0,229613568.0,229957632.0,66290216960.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908836864.0,229613568.0,229957632.0,66290216960.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908845056.0,229613568.0,229957632.0,66290208768.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908845056.0,229613568.0,229957632.0,66290208768.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,908845056.0,229613568.0,229957632.0,66290208768.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,908845056.0,229613568.0,229957632.0,66290208768.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,908845056.0,229613568.0,229957632.0,66290208768.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908840960.0,229613568.0,229961728.0,66290208768.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908840960.0,229613568.0,229961728.0,66290208768.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908840960.0,229613568.0,229961728.0,66290208768.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908808192.0,229613568.0,229961728.0,66290241536.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908808192.0,229613568.0,229961728.0,66290241536.0
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,908824576.0,229613568.0,229961728.0,66290225152.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908816384.0,229613568.0,229961728.0,66290233344.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908816384.0,229613568.0,229961728.0,66290233344.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908808192.0,229613568.0,229961728.0,66290241536.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908816384.0,229613568.0,229961728.0,66290233344.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,4096.0,908816384.0,229613568.0,229961728.0,66290233344.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908824576.0,229613568.0,229961728.0,66290225152.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,908697600.0,229613568.0,229961728.0,66290352128.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908705792.0,229613568.0,229961728.0,66290343936.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908705792.0,229613568.0,229961728.0,66290343936.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908705792.0,229613568.0,229961728.0,66290343936.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908705792.0,229613568.0,229961728.0,66290343936.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908713984.0,229613568.0,229961728.0,66290335744.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,908713984.0,229613568.0,229961728.0,66290335744.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,908713984.0,229613568.0,229961728.0,66290335744.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,908713984.0,229613568.0,229961728.0,66290335744.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,0.0,908713984.0,229613568.0,229961728.0,66290335744.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908582912.0,229613568.0,229961728.0,66290466816.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908582912.0,229613568.0,229961728.0,66290466816.0


"Host:","compute-641-15.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 19:06:57 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
27.505,4.266,68.187,0.011,0.000,0.030,269612.660,455169.688,909885440.0,229613568.0,229965824.0,66289160192.0
3.154,0.031,96.814,0.0,0.0,0.0,0.0,0.0,910012416.0,229613568.0,229965824.0,66289033216.0
3.126,0.063,96.780,0.031,0.0,0.0,0.0,20480.0,909783040.0,229613568.0,229965824.0,66289262592.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,909783040.0,229613568.0,229965824.0,66289262592.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,909647872.0,229613568.0,229965824.0,66289397760.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,909647872.0,229613568.0,229965824.0,66289397760.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,909520896.0,229613568.0,229965824.0,66289524736.0
3.156,0.062,96.781,0.0,0.0,0.0,0.0,0.0,909393920.0,229613568.0,229965824.0,66289651712.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,909266944.0,229613568.0,229965824.0,66289778688.0
3.125,0.062,96.812,0.0,0.0,0.0,0.0,0.0,909266944.0,229613568.0,229965824.0,66289778688.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,909139968.0,229613568.0,229965824.0,66289905664.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,909139968.0,229613568.0,229965824.0,66289905664.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,909242368.0,229613568.0,229969920.0,66289799168.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,909881344.0,229613568.0,229969920.0,66289160192.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,909869056.0,229613568.0,229969920.0,66289172480.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,909877248.0,229613568.0,229969920.0,66289164288.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909877248.0,229613568.0,229969920.0,66289164288.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909852672.0,229613568.0,229969920.0,66289188864.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909606912.0,229613568.0,229969920.0,66289434624.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909606912.0,229613568.0,229969920.0,66289434624.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,909606912.0,229613568.0,229969920.0,66289434624.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909606912.0,229613568.0,229969920.0,66289434624.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909549568.0,229613568.0,229969920.0,66289491968.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,909422592.0,229613568.0,229969920.0,66289618944.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909422592.0,229613568.0,229969920.0,66289618944.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,909422592.0,229613568.0,229969920.0,66289618944.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909295616.0,229613568.0,229969920.0,66289745920.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,909295616.0,229613568.0,229969920.0,66289745920.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909295616.0,229613568.0,229969920.0,66289745920.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,909168640.0,229613568.0,229969920.0,66289872896.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909168640.0,229613568.0,229969920.0,66289872896.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,909168640.0,229613568.0,229969920.0,66289872896.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909041664.0,229613568.0,229969920.0,66289999872.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909041664.0,229613568.0,229969920.0,66289999872.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909041664.0,229613568.0,229969920.0,66289999872.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908914688.0,229613568.0,229969920.0,66290126848.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,8192.0,908906496.0,229613568.0,229969920.0,66290135040.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908914688.0,229613568.0,229969920.0,66290126848.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908918784.0,229613568.0,229969920.0,66290122752.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,908926976.0,229613568.0,229969920.0,66290114560.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908926976.0,229613568.0,229969920.0,66290114560.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908894208.0,229613568.0,229969920.0,66290147328.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,908894208.0,229613568.0,229969920.0,66290147328.0
3.157,0.031,96.812,0.0,0.0,0.0,0.0,0.0,908902400.0,229613568.0,229969920.0,66290139136.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908910592.0,229613568.0,229969920.0,66290130944.0
3.125,0.062,96.781,0.0,0.0,0.031,0.0,0.0,908910592.0,229613568.0,229969920.0,66290130944.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,908910592.0,229613568.0,229969920.0,66290130944.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908910592.0,229613568.0,229969920.0,66290130944.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,908906496.0,229613568.0,229974016.0,66290130944.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,908906496.0,229613568.0,229974016.0,66290130944.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908779520.0,229613568.0,229974016.0,66290257920.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908779520.0,229613568.0,229974016.0,66290257920.0
3.157,0.031,96.812,0.0,0.0,0.0,0.0,0.0,908779520.0,229613568.0,229974016.0,66290257920.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908779520.0,229613568.0,229974016.0,66290257920.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,20480.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.125,0.062,96.812,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.126,0.031,96.843,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,908787712.0,229613568.0,229974016.0,66290249728.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908795904.0,229613568.0,229974016.0,66290241536.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,908795904.0,229613568.0,229974016.0,66290241536.0


"Host:","compute-641-15.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 19:08:13 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
27.505,4.266,68.187,0.011,0.000,0.030,269611.323,455167.434,909950976.0,229613568.0,229974016.0,66289086464.0
3.123,0.062,96.814,0.0,0.0,0.0,0.0,0.0,909815808.0,229613568.0,229974016.0,66289221632.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,909815808.0,229613568.0,229974016.0,66289221632.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,909815808.0,229613568.0,229974016.0,66289221632.0
3.125,0.062,96.812,0.0,0.0,0.0,0.0,0.0,909815808.0,229613568.0,229974016.0,66289221632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909688832.0,229613568.0,229974016.0,66289348608.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,16384.0,909561856.0,229613568.0,229974016.0,66289475584.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909688832.0,229613568.0,229974016.0,66289348608.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,909643776.0,229613568.0,229974016.0,66289393664.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909516800.0,229613568.0,229974016.0,66289520640.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909512704.0,229613568.0,229974016.0,66289524736.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,909479936.0,229613568.0,229974016.0,66289557504.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,909479936.0,229613568.0,229974016.0,66289557504.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909447168.0,229613568.0,229974016.0,66289590272.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909320192.0,229613568.0,229974016.0,66289717248.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909287424.0,229613568.0,229974016.0,66289750016.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909303808.0,229613568.0,229974016.0,66289733632.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909303808.0,229613568.0,229974016.0,66289733632.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,910004224.0,229613568.0,229974016.0,66289033216.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,910004224.0,229613568.0,229974016.0,66289033216.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,909877248.0,229613568.0,229974016.0,66289160192.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,12288.0,909750272.0,229613568.0,229974016.0,66289287168.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909758464.0,229613568.0,229974016.0,66289278976.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909766656.0,229613568.0,229974016.0,66289270784.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909639680.0,229613568.0,229974016.0,66289397760.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909508608.0,229613568.0,229978112.0,66289524736.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909508608.0,229613568.0,229978112.0,66289524736.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909381632.0,229613568.0,229978112.0,66289651712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909381632.0,229613568.0,229978112.0,66289651712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909381632.0,229613568.0,229978112.0,66289651712.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,0.0,909156352.0,229613568.0,229978112.0,66289876992.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,909156352.0,229613568.0,229978112.0,66289876992.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909156352.0,229613568.0,229978112.0,66289876992.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909029376.0,229613568.0,229978112.0,66290003968.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909029376.0,229613568.0,229978112.0,66290003968.0
3.157,0.094,96.718,0.0,0.0,0.031,0.0,0.0,909029376.0,229613568.0,229978112.0,66290003968.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909131776.0,229613568.0,229978112.0,66289901568.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,909123584.0,229613568.0,229978112.0,66289909760.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908972032.0,229613568.0,229978112.0,66290061312.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908972032.0,229613568.0,229978112.0,66290061312.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908972032.0,229613568.0,229978112.0,66290061312.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,12288.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908980224.0,229613568.0,229978112.0,66290053120.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908988416.0,229613568.0,229978112.0,66290044928.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,908988416.0,229613568.0,229978112.0,66290044928.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908988416.0,229613568.0,229978112.0,66290044928.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908988416.0,229613568.0,229978112.0,66290044928.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,0.0,908996608.0,229613568.0,229978112.0,66290036736.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908996608.0,229613568.0,229978112.0,66290036736.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,908996608.0,229613568.0,229978112.0,66290036736.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908996608.0,229613568.0,229978112.0,66290036736.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,908996608.0,229613568.0,229978112.0,66290036736.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908861440.0,229613568.0,229978112.0,66290171904.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908861440.0,229613568.0,229978112.0,66290171904.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.128,0.063,96.778,0.0,0.0,0.031,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908869632.0,229613568.0,229978112.0,66290163712.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,908865536.0,229613568.0,229982208.0,66290163712.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,908857344.0,229613568.0,229982208.0,66290171904.0


"Host:","compute-641-15.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.B.x.csv",,,,"Date:","25 Feb 2016 19:09:28 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
27.505,4.266,68.188,0.011,0.000,0.030,269609.984,455165.175,912293888.0,229613568.0,229982208.0,66286735360.0
3.124,0.031,96.845,0.0,0.0,0.0,0.0,0.0,912302080.0,229613568.0,229982208.0,66286727168.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,0.0,911224832.0,229613568.0,229982208.0,66287804416.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,911097856.0,229613568.0,229982208.0,66287931392.0
3.156,0.062,96.781,0.0,0.0,0.0,0.0,0.0,911097856.0,229613568.0,229982208.0,66287931392.0
3.126,0.063,96.812,0.0,0.0,0.0,0.0,4096.0,910766080.0,229613568.0,229982208.0,66288263168.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,16384.0,910639104.0,229613568.0,229982208.0,66288390144.0
