"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.C.x.csv",,,,"Date:","25 Feb 2016 03:44:22 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
3.127,0.063,96.811,0.0,0.0,0.0,0.0,4096.0,1219395584.0,73596928.0,92196864.0,66273435648.0
3.098,0.031,96.871,0.0,0.0,0.0,0.0,0.0,1234329600.0,73596928.0,92196864.0,66258501632.0
3.158,0.063,96.779,0.0,0.0,0.0,0.0,0.0,1251233792.0,73596928.0,92196864.0,66241597440.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1268002816.0,73596928.0,92196864.0,66224828416.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1282682880.0,73596928.0,92196864.0,66210148352.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1299341312.0,73596928.0,92196864.0,66193489920.0
3.130,0.063,96.213,0.595,0.0,0.0,0.0,12288.0,1314021376.0,73605120.0,92188672.0,66178809856.0
3.100,0.094,96.807,0.0,0.0,0.0,0.0,0.0,1330913280.0,73605120.0,92196864.0,66161909760.0
3.133,0.094,96.773,0.0,0.0,0.0,0.0,0.0,1347690496.0,73605120.0,92196864.0,66145132544.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1362370560.0,73605120.0,92196864.0,66130452480.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1379147776.0,73605120.0,92196864.0,66113675264.0
3.099,0.094,96.808,0.0,0.0,0.0,0.0,0.0,1395798016.0,73605120.0,92196864.0,66097025024.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1410605056.0,73605120.0,92196864.0,66082217984.0
2.722,0.469,96.777,0.0,0.0,0.031,0.0,0.0,1954783232.0,73605120.0,92196864.0,65538039808.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,1954791424.0,73605120.0,92196864.0,65538031616.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,1988415488.0,73605120.0,92196864.0,65504407552.0
3.160,0.031,96.777,0.0,0.0,0.031,0.0,0.0,1988415488.0,73605120.0,92196864.0,65504407552.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1988329472.0,73605120.0,92196864.0,65504493568.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1988321280.0,73605120.0,92196864.0,65504501760.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1988321280.0,73605120.0,92196864.0,65504501760.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1988321280.0,73605120.0,92196864.0,65504501760.0
3.161,0.031,96.776,0.0,0.0,0.031,0.0,0.0,1988317184.0,73605120.0,92200960.0,65504501760.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1988317184.0,73605120.0,92200960.0,65504501760.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1988317184.0,73605120.0,92200960.0,65504501760.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.129,0.031,96.809,0.0,0.0,0.031,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.160,0.031,96.809,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1988300800.0,73605120.0,92200960.0,65504518144.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,1988300800.0,73605120.0,92200960.0,65504518144.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,1988300800.0,73605120.0,92200960.0,65504518144.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1988300800.0,73605120.0,92200960.0,65504518144.0
3.161,0.031,96.808,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.101,0.031,96.868,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,4096.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,1988308992.0,73605120.0,92200960.0,65504509952.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1988182016.0,73605120.0,92200960.0,65504636928.0
3.130,0.031,96.808,0.0,0.0,0.031,0.0,0.0,1988173824.0,73605120.0,92200960.0,65504645120.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.C.x.csv",,,,"Date:","25 Feb 2016 03:45:29 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.748,7.859,41.321,0.066,0.000,0.006,270.887,18680.894,945602560.0,73605120.0,92205056.0,66547212288.0
3.124,0.062,96.813,0.0,0.0,0.0,0.0,0.0,960172032.0,73605120.0,92205056.0,66532642816.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,977195008.0,73605120.0,92205056.0,66515619840.0
3.097,0.063,96.841,0.0,0.0,0.0,0.0,0.0,993845248.0,73605120.0,92205056.0,66498969600.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1008398336.0,73605120.0,92205056.0,66484416512.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,1025040384.0,73605120.0,92205056.0,66467774464.0
3.128,0.063,96.309,0.500,0.0,0.0,0.0,12288.0,1041940480.0,73613312.0,92200960.0,66450870272.0
3.097,0.063,96.747,0.094,0.0,0.0,0.0,4096.0,1056489472.0,73613312.0,92205056.0,66436317184.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1071280128.0,73613312.0,92205056.0,66421526528.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,1087930368.0,73613312.0,92205056.0,66404876288.0
3.097,0.063,96.841,0.0,0.0,0.0,0.0,0.0,1102618624.0,73613312.0,92205056.0,66390188032.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1119354880.0,73613312.0,92205056.0,66373451776.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,1135972352.0,73613312.0,92205056.0,66356834304.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1150525440.0,73613312.0,92205056.0,66342281216.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1167302656.0,73613312.0,92205056.0,66325504000.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1163108352.0,73613312.0,92205056.0,66329698304.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1177788416.0,73613312.0,92205056.0,66315018240.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1194557440.0,73613312.0,92205056.0,66298249216.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1211207680.0,73613312.0,92205056.0,66281598976.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1225850880.0,73613312.0,92205056.0,66266955776.0
3.131,0.063,96.306,0.501,0.0,0.0,0.0,0.0,1242750976.0,73617408.0,92205056.0,66250051584.0
3.130,0.063,96.682,0.125,0.0,0.0,0.0,12288.0,1259520000.0,73621504.0,92209152.0,66233274368.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,1274200064.0,73621504.0,92209152.0,66218594304.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1290977280.0,73621504.0,92209152.0,66201817088.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1305657344.0,73621504.0,92209152.0,66187137024.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1322434560.0,73621504.0,92209152.0,66170359808.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,1339211776.0,73621504.0,92209152.0,66153582592.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1353891840.0,73621504.0,92209152.0,66138902528.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1370804224.0,73621504.0,92209152.0,66121990144.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1387589632.0,73621504.0,92209152.0,66105204736.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1402142720.0,73621504.0,92209152.0,66090651648.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1418919936.0,73621504.0,92209152.0,66073874432.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1435815936.0,73621504.0,92209152.0,66056978432.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1450496000.0,73621504.0,92209152.0,66042298368.0
2.754,0.438,96.808,0.0,0.0,0.0,0.0,0.0,1994801152.0,73621504.0,92209152.0,65497993216.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,1994801152.0,73621504.0,92209152.0,65497993216.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,8192.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,2028347392.0,73621504.0,92209152.0,65464446976.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028347392.0,73621504.0,92209152.0,65464446976.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,2028347392.0,73621504.0,92209152.0,65464446976.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2028220416.0,73621504.0,92209152.0,65464573952.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028220416.0,73621504.0,92209152.0,65464573952.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028220416.0,73621504.0,92209152.0,65464573952.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028228608.0,73621504.0,92209152.0,65464565760.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2028220416.0,73621504.0,92209152.0,65464573952.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,2028355584.0,73621504.0,92209152.0,65464438784.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.130,0.031,96.808,0.0,0.0,0.031,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2028363776.0,73621504.0,92209152.0,65464430592.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.C.x.csv",,,,"Date:","25 Feb 2016 03:46:36 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.747,7.859,41.322,0.066,0.000,0.006,270.884,18680.694,932708352.0,73621504.0,92209152.0,66560086016.0
3.094,0.062,96.844,0.0,0.0,0.0,0.0,0.0,947392512.0,73621504.0,92213248.0,66545397760.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,964296704.0,73621504.0,92213248.0,66528493568.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,981581824.0,73621504.0,92213248.0,66511208448.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,996261888.0,73621504.0,92213248.0,66496528384.0
3.097,0.063,96.841,0.0,0.0,0.0,0.0,0.0,1012912128.0,73621504.0,92213248.0,66479878144.0
3.128,0.063,96.215,0.594,0.0,0.0,0.0,16384.0,1029562368.0,73629696.0,92205056.0,66463227904.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1044107264.0,73629696.0,92213248.0,66448674816.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1050398720.0,73629696.0,92213248.0,66442383360.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1067048960.0,73629696.0,92213248.0,66425733120.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1081720832.0,73629696.0,92213248.0,66411061248.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1098596352.0,73629696.0,92213248.0,66394185728.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1115254784.0,73629696.0,92213248.0,66377527296.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1129807872.0,73629696.0,92213248.0,66362974208.0
3.130,0.094,96.182,0.595,0.0,0.0,0.0,12288.0,1146576896.0,73637888.0,92205056.0,66346205184.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1163431936.0,73637888.0,92213248.0,66329341952.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1178112000.0,73637888.0,92213248.0,66314661888.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1194889216.0,73637888.0,92213248.0,66297884672.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1211539456.0,73637888.0,92213248.0,66281234432.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1226219520.0,73637888.0,92213248.0,66266554368.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1242996736.0,73637888.0,92213248.0,66249777152.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1257676800.0,73637888.0,92213248.0,66235097088.0
3.131,0.094,96.775,0.0,0.0,0.0,0.0,0.0,1274335232.0,73637888.0,92213248.0,66218438656.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1291239424.0,73637888.0,92213248.0,66201534464.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1305792512.0,73637888.0,92213248.0,66186981376.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1322442752.0,73637888.0,92213248.0,66170331136.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1339203584.0,73637888.0,92213248.0,66153570304.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1354010624.0,73637888.0,92213248.0,66138763264.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,1370787840.0,73637888.0,92213248.0,66121986048.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1387565056.0,73637888.0,92213248.0,66105208832.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1402118144.0,73637888.0,92213248.0,66090655744.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1395822592.0,73637888.0,92213248.0,66096951296.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,1410510848.0,73637888.0,92213248.0,66082263040.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1427288064.0,73637888.0,92213248.0,66065485824.0
2.724,0.438,96.838,0.0,0.0,0.0,0.0,0.0,1971593216.0,73637888.0,92213248.0,65521180672.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,1971593216.0,73637888.0,92213248.0,65521180672.0
3.131,0.094,96.775,0.0,0.0,0.0,0.0,0.0,2005020672.0,73637888.0,92213248.0,65487753216.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,2004942848.0,73637888.0,92213248.0,65487831040.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,8192.0,2004815872.0,73637888.0,92213248.0,65487958016.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004807680.0,73637888.0,92213248.0,65487966208.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2004807680.0,73637888.0,92213248.0,65487966208.0
3.160,0.031,96.809,0.0,0.0,0.0,0.0,0.0,2004807680.0,73637888.0,92213248.0,65487966208.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2004815872.0,73637888.0,92213248.0,65487958016.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,2004942848.0,73637888.0,92213248.0,65487831040.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,2004942848.0,73637888.0,92213248.0,65487831040.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,2004938752.0,73637888.0,92217344.0,65487831040.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004938752.0,73637888.0,92217344.0,65487831040.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2004938752.0,73637888.0,92217344.0,65487831040.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004938752.0,73637888.0,92217344.0,65487831040.0
3.130,0.063,96.213,0.595,0.0,0.0,0.0,20480.0,2004934656.0,73646080.0,92213248.0,65487831040.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2004934656.0,73646080.0,92213248.0,65487831040.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2004922368.0,73646080.0,92217344.0,65487839232.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,2004922368.0,73646080.0,92217344.0,65487839232.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004922368.0,73646080.0,92217344.0,65487839232.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,2004922368.0,73646080.0,92217344.0,65487839232.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,2004930560.0,73646080.0,92217344.0,65487831040.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.C.x.csv",,,,"Date:","25 Feb 2016 03:47:42 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.747,7.859,41.322,0.066,0.000,0.006,270.881,18680.499,922501120.0,73646080.0,92217344.0,66570260480.0
3.094,0.062,96.844,0.0,0.0,0.0,0.0,0.0,939032576.0,73646080.0,92217344.0,66553729024.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,953958400.0,73646080.0,92217344.0,66538803200.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,970735616.0,73646080.0,92217344.0,66522025984.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,987639808.0,73646080.0,92217344.0,66505121792.0
3.097,0.094,96.810,0.0,0.0,0.0,0.0,0.0,1002184704.0,73646080.0,92217344.0,66490576896.0
3.128,0.063,96.215,0.594,0.0,0.0,0.0,20480.0,1018966016.0,73654272.0,92213248.0,66473791488.0
3.127,0.031,96.842,0.0,0.0,0.0,0.0,0.0,1035485184.0,73654272.0,92217344.0,66457268224.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,1050165248.0,73654272.0,92217344.0,66442588160.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1066942464.0,73654272.0,92217344.0,66425810944.0
3.098,0.063,96.840,0.0,0.0,0.0,0.0,0.0,1083592704.0,73654272.0,92217344.0,66409160704.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1098272768.0,73654272.0,92217344.0,66394480640.0
3.097,0.063,96.841,0.0,0.0,0.0,0.0,0.0,1115160576.0,73654272.0,92217344.0,66377592832.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,1131790336.0,73654272.0,92217344.0,66360963072.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,1123360768.0,73654272.0,92217344.0,66369392640.0
3.128,0.188,96.684,0.0,0.0,0.0,0.0,0.0,1140137984.0,73654272.0,92217344.0,66352615424.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1154953216.0,73654272.0,92217344.0,66337800192.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,12288.0,1171726336.0,73654272.0,92217344.0,66321027072.0
3.099,0.063,96.839,0.0,0.0,0.0,0.0,0.0,1188503552.0,73654272.0,92217344.0,66304249856.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1203056640.0,73654272.0,92217344.0,66289696768.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1219944448.0,73654272.0,92217344.0,66272808960.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1236602880.0,73654272.0,92217344.0,66256150528.0
3.099,0.094,96.808,0.0,0.0,0.0,0.0,0.0,1251282944.0,73654272.0,92217344.0,66241470464.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1268056064.0,73654272.0,92221440.0,66224693248.0
3.128,0.094,96.747,0.0,0.0,0.031,0.0,0.0,1284960256.0,73654272.0,92221440.0,66207789056.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,1299505152.0,73654272.0,92221440.0,66193244160.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,1316163584.0,73654272.0,92221440.0,66176585728.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1332940800.0,73654272.0,92221440.0,66159808512.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1347747840.0,73654272.0,92221440.0,66145001472.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,1364525056.0,73654272.0,92221440.0,66128224256.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,1381302272.0,73654272.0,92221440.0,66111447040.0
