"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.C.x.csv",,,,"Date:","25 Feb 2016 20:55:58 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,915292160.0,91893760.0,176164864.0,66475274240.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,915292160.0,91893760.0,176164864.0,66475274240.0
3.128,0.031,96.810,0.0,0.0,0.031,0.0,0.0,915292160.0,91893760.0,176164864.0,66475274240.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,915202048.0,91893760.0,176164864.0,66475364352.0
3.158,0.031,96.779,0.0,0.0,0.031,0.0,0.0,915070976.0,91893760.0,176164864.0,66475495424.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,915062784.0,91893760.0,176164864.0,66475503616.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915197952.0,91893760.0,176164864.0,66475368448.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,915197952.0,91893760.0,176164864.0,66475368448.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,915197952.0,91893760.0,176164864.0,66475368448.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,915197952.0,91893760.0,176164864.0,66475368448.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,8192.0,915079168.0,91893760.0,176164864.0,66475487232.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,915079168.0,91893760.0,176164864.0,66475487232.0
3.132,0.094,96.774,0.0,0.0,0.0,0.0,0.0,915079168.0,91893760.0,176164864.0,66475487232.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,915075072.0,91893760.0,176168960.0,66475487232.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,915202048.0,91893760.0,176168960.0,66475360256.0
3.161,0.031,96.808,0.0,0.0,0.0,0.0,0.0,915202048.0,91893760.0,176168960.0,66475360256.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915087360.0,91893760.0,176168960.0,66475474944.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914927616.0,91893760.0,176168960.0,66475634688.0
3.158,0.094,96.717,0.0,0.0,0.031,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.162,0.063,96.775,0.0,0.0,0.0,0.0,0.0,914935808.0,91893760.0,176168960.0,66475626496.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914944000.0,91893760.0,176168960.0,66475618304.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,914952192.0,91893760.0,176168960.0,66475610112.0
3.132,0.063,96.210,0.595,0.0,0.0,0.0,12288.0,914960384.0,91897856.0,176164864.0,66475601920.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,914952192.0,91897856.0,176164864.0,66475610112.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,914935808.0,91897856.0,176168960.0,66475622400.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914944000.0,91897856.0,176168960.0,66475614208.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914952192.0,91897856.0,176168960.0,66475606016.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,914952192.0,91897856.0,176168960.0,66475606016.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,914952192.0,91897856.0,176168960.0,66475606016.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914948096.0,91897856.0,176168960.0,66475610112.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.129,0.063,96.777,0.0,0.0,0.031,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.128,0.094,96.778,0.0,0.0,0.0,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,914923520.0,91897856.0,176168960.0,66475634688.0
3.159,0.156,96.684,0.0,0.0,0.0,0.0,0.0,916107264.0,91897856.0,176168960.0,66474450944.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,915972096.0,91897856.0,176168960.0,66474586112.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915701760.0,91897856.0,176168960.0,66474856448.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,915701760.0,91897856.0,176168960.0,66474856448.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915574784.0,91897856.0,176168960.0,66474983424.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,915574784.0,91897856.0,176168960.0,66474983424.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915558400.0,91897856.0,176168960.0,66474999808.0
3.161,0.094,96.745,0.0,0.0,0.0,0.0,0.0,915210240.0,91897856.0,176168960.0,66475347968.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914968576.0,91897856.0,176168960.0,66475589632.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914976768.0,91897856.0,176168960.0,66475581440.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914993152.0,91897856.0,176168960.0,66475565056.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,914989056.0,91897856.0,176173056.0,66475565056.0
3.159,0.031,96.810,0.0,0.0,0.0,0.0,0.0,914989056.0,91897856.0,176173056.0,66475565056.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914862080.0,91897856.0,176173056.0,66475692032.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914735104.0,91897856.0,176173056.0,66475819008.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914735104.0,91897856.0,176173056.0,66475819008.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914735104.0,91897856.0,176173056.0,66475819008.0
3.133,0.063,96.805,0.0,0.0,0.0,0.0,0.0,914735104.0,91897856.0,176173056.0,66475819008.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914608128.0,91897856.0,176173056.0,66475945984.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,914554880.0,91897856.0,176173056.0,66475999232.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,4096.0,914444288.0,91897856.0,176173056.0,66476109824.0
3.160,0.031,96.809,0.0,0.0,0.0,0.0,0.0,914444288.0,91897856.0,176173056.0,66476109824.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914436096.0,91897856.0,176173056.0,66476118016.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914436096.0,91897856.0,176173056.0,66476118016.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914436096.0,91897856.0,176173056.0,66476118016.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914436096.0,91897856.0,176173056.0,66476118016.0
3.158,0.094,96.748,0.0,0.0,0.0,0.0,0.0,914395136.0,91897856.0,176173056.0,66476158976.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914378752.0,91897856.0,176173056.0,66476175360.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914378752.0,91897856.0,176173056.0,66476175360.0
3.160,0.063,96.151,0.626,0.0,0.0,0.0,12288.0,914386944.0,91901952.0,176168960.0,66476167168.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.161,0.031,96.808,0.0,0.0,0.0,0.0,0.0,914391040.0,91901952.0,176173056.0,66476158976.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914374656.0,91901952.0,176173056.0,66476175360.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914382848.0,91901952.0,176173056.0,66476167168.0
3.162,0.063,96.024,0.751,0.0,0.0,0.0,12288.0,914370560.0,91910144.0,176168960.0,66476175360.0
3.130,0.125,96.745,0.0,0.0,0.0,0.0,0.0,914362368.0,91910144.0,176168960.0,66476183552.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914358272.0,91910144.0,176173056.0,66476183552.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,914366464.0,91910144.0,176173056.0,66476175360.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914374656.0,91910144.0,176173056.0,66476167168.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,914374656.0,91910144.0,176173056.0,66476167168.0
3.131,0.094,96.744,0.0,0.0,0.031,0.0,0.0,914382848.0,91910144.0,176173056.0,66476158976.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,914382848.0,91910144.0,176173056.0,66476158976.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914366464.0,91910144.0,176173056.0,66476175360.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,914366464.0,91910144.0,176173056.0,66476175360.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,914374656.0,91910144.0,176173056.0,66476167168.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914497536.0,91910144.0,176177152.0,66476040192.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914370560.0,91910144.0,176177152.0,66476167168.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914370560.0,91910144.0,176177152.0,66476167168.0
3.160,0.125,96.715,0.0,0.0,0.0,0.0,8192.0,915419136.0,91910144.0,176177152.0,66475118592.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,915529728.0,91910144.0,176177152.0,66475008000.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,916037632.0,91910144.0,176177152.0,66474500096.0
3.133,0.063,96.805,0.0,0.0,0.0,0.0,0.0,916037632.0,91910144.0,176177152.0,66474500096.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,916037632.0,91910144.0,176177152.0,66474500096.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,916037632.0,91910144.0,176177152.0,66474500096.0
3.162,0.031,96.807,0.0,0.0,0.0,0.0,0.0,916037632.0,91910144.0,176177152.0,66474500096.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,915759104.0,91910144.0,176177152.0,66474778624.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,915537920.0,91910144.0,176177152.0,66474999808.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,915546112.0,91910144.0,176177152.0,66474991616.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,915562496.0,91910144.0,176177152.0,66474975232.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,915562496.0,91910144.0,176177152.0,66474975232.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,915558400.0,91910144.0,176177152.0,66474979328.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915304448.0,91910144.0,176177152.0,66475233280.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,915177472.0,91910144.0,176177152.0,66475360256.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,915177472.0,91910144.0,176177152.0,66475360256.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,915169280.0,91910144.0,176177152.0,66475368448.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,915169280.0,91910144.0,176177152.0,66475368448.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,915169280.0,91910144.0,176177152.0,66475368448.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914976768.0,91910144.0,176177152.0,66475560960.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,914857984.0,91910144.0,176177152.0,66475679744.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914857984.0,91910144.0,176177152.0,66475679744.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914857984.0,91910144.0,176177152.0,66475679744.0
3.161,0.031,96.808,0.0,0.0,0.0,0.0,0.0,914857984.0,91910144.0,176177152.0,66475679744.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914857984.0,91910144.0,176177152.0,66475679744.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914780160.0,91910144.0,176177152.0,66475757568.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914653184.0,91910144.0,176177152.0,66475884544.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,914636800.0,91910144.0,176177152.0,66475900928.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914636800.0,91910144.0,176177152.0,66475900928.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,914644992.0,91910144.0,176177152.0,66475892736.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914653184.0,91910144.0,176177152.0,66475884544.0
3.157,0.125,96.686,0.0,0.0,0.031,0.0,0.0,914653184.0,91910144.0,176177152.0,66475884544.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914526208.0,91910144.0,176177152.0,66476011520.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914526208.0,91910144.0,176177152.0,66476011520.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,914518016.0,91910144.0,176177152.0,66476019712.0
3.133,0.063,96.805,0.0,0.0,0.0,0.0,0.0,914509824.0,91910144.0,176177152.0,66476027904.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914509824.0,91910144.0,176177152.0,66476027904.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,914509824.0,91910144.0,176177152.0,66476027904.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914464768.0,91910144.0,176177152.0,66476072960.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,914464768.0,91910144.0,176177152.0,66476072960.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914472960.0,91910144.0,176177152.0,66476064768.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914468864.0,91910144.0,176177152.0,66476068864.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914468864.0,91910144.0,176177152.0,66476068864.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,914464768.0,91910144.0,176181248.0,66476068864.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914464768.0,91910144.0,176181248.0,66476068864.0
3.134,0.031,96.835,0.0,0.0,0.0,0.0,0.0,914464768.0,91910144.0,176181248.0,66476068864.0
3.130,0.094,96.651,0.125,0.0,0.0,0.0,12288.0,914456576.0,91918336.0,176173056.0,66476077056.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914444288.0,91918336.0,176177152.0,66476085248.0
3.162,0.063,96.775,0.0,0.0,0.0,0.0,0.0,914448384.0,91918336.0,176181248.0,66476077056.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914448384.0,91918336.0,176181248.0,66476077056.0
3.157,0.063,96.780,0.0,0.0,0.0,0.0,0.0,914583552.0,91918336.0,176181248.0,66475941888.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914583552.0,91918336.0,176181248.0,66475941888.0
3.133,0.031,96.836,0.0,0.0,0.0,0.0,0.0,914583552.0,91918336.0,176181248.0,66475941888.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914583552.0,91918336.0,176181248.0,66475941888.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.160,0.063,96.777,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914710528.0,91918336.0,176181248.0,66475814912.0
3.162,0.125,96.713,0.0,0.0,0.0,0.0,0.0,915750912.0,91918336.0,176181248.0,66474774528.0
3.157,0.125,96.718,0.0,0.0,0.0,0.0,0.0,915734528.0,91918336.0,176181248.0,66474790912.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,916377600.0,91918336.0,176181248.0,66474147840.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,916377600.0,91918336.0,176181248.0,66474147840.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,916377600.0,91918336.0,176181248.0,66474147840.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,916377600.0,91918336.0,176181248.0,66474147840.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,916385792.0,91918336.0,176181248.0,66474139648.0
3.129,0.125,96.746,0.0,0.0,0.0,0.0,0.0,916103168.0,91918336.0,176181248.0,66474422272.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,915845120.0,91918336.0,176181248.0,66474680320.0
3.129,0.125,96.746,0.0,0.0,0.0,0.0,0.0,915853312.0,91918336.0,176181248.0,66474672128.0
3.159,0.125,96.716,0.0,0.0,0.0,0.0,0.0,915869696.0,91918336.0,176181248.0,66474655744.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,915869696.0,91918336.0,176181248.0,66474655744.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,915869696.0,91918336.0,176181248.0,66474655744.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,915615744.0,91918336.0,176181248.0,66474909696.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,915513344.0,91918336.0,176181248.0,66475012096.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,915513344.0,91918336.0,176181248.0,66475012096.0
3.159,0.094,96.747,0.0,0.0,0.0,0.0,0.0,915378176.0,91918336.0,176181248.0,66475147264.0
3.129,0.125,96.746,0.0,0.0,0.0,0.0,0.0,915378176.0,91918336.0,176181248.0,66475147264.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,0.0,915369984.0,91918336.0,176181248.0,66475155456.0
3.159,0.125,96.716,0.0,0.0,0.0,0.0,0.0,915116032.0,91918336.0,176181248.0,66475409408.0
3.128,0.125,96.747,0.0,0.0,0.0,0.0,4096.0,915124224.0,91918336.0,176181248.0,66475401216.0
3.158,0.094,96.717,0.0,0.0,0.031,0.0,0.0,915124224.0,91918336.0,176181248.0,66475401216.0
3.129,0.125,96.746,0.0,0.0,0.0,0.0,0.0,915124224.0,91918336.0,176181248.0,66475401216.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,915124224.0,91918336.0,176181248.0,66475401216.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,915124224.0,91918336.0,176181248.0,66475401216.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,914931712.0,91918336.0,176181248.0,66475593728.0
3.129,0.125,96.746,0.0,0.0,0.0,0.0,0.0,914931712.0,91918336.0,176181248.0,66475593728.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,914915328.0,91918336.0,176181248.0,66475610112.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,914907136.0,91918336.0,176181248.0,66475618304.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914923520.0,91918336.0,176181248.0,66475601920.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,914923520.0,91918336.0,176181248.0,66475601920.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,914792448.0,91918336.0,176185344.0,66475728896.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914792448.0,91918336.0,176185344.0,66475728896.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914792448.0,91918336.0,176185344.0,66475728896.0
3.160,0.094,96.746,0.0,0.0,0.0,0.0,0.0,914665472.0,91918336.0,176185344.0,66475855872.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,914665472.0,91918336.0,176185344.0,66475855872.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914665472.0,91918336.0,176185344.0,66475855872.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,914579456.0,91918336.0,176185344.0,66475941888.0
